SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Mar 03 12:44:49 ICT 2026
User: user
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: MAYP113682
Integration Time (usec): 3000000 (MAYP113682)
Spectra Averaged: 1 (MAYP113682)
Boxcar Smoothing: 0 (MAYP113682)
Correct for Electrical Dark: No (MAYP113682)
Strobe/Lamp Enabled: No (MAYP113682)
Correct for Detector Non-linearity: No (MAYP113682)
Correct for Stray Light: No (MAYP113682)
Number of Pixels in Processed Spectrum: 2068
>>>>>Begin Processed Spectral Data<<<<<
-37534,58	6,00
-37414,56	2,00
-37295,11	-2,00
-37176,24	3,00
-37057,95	45,00
-36940,22	74,00
-36823,05	32,00
-36706,45	106,00
-36590,40	187,00
-36474,90	89,00
-36359,95	152,00
-36245,55	176,00
-36131,68	102,00
-36018,35	97,00
-35905,55	158,00
-35793,29	179,00
-35681,54	205,00
-35570,32	118,00
-35459,62	36,00
-35349,43	72,00
-35239,75	223,00
-35130,58	121,00
-35021,91	161,00
-34913,74	247,00
-34806,07	146,00
-34698,89	136,00
-34592,20	56,00
-34486,00	112,00
-34380,28	105,00
-34275,04	10,00
-34170,27	59,00
-34065,98	109,00
-33962,16	80,00
-33858,81	190,00
-33755,92	154,00
-33653,49	180,00
-33551,52	275,00
-33450,01	119,00
-33348,94	172,00
-33248,33	157,00
-33148,16	179,00
-33048,43	207,00
-32949,14	71,00
-32850,29	242,00
-32751,87	209,00
-32653,89	168,00
-32556,33	141,00
-32459,20	78,00
-32362,49	100,00
-32266,19	112,00
-32170,32	214,00
-32074,86	-26,00
-31979,82	136,00
-31885,18	-12,00
-31790,95	2,00
-31697,12	120,00
-31603,69	90,00
-31510,67	143,00
-31418,04	136,00
-31325,80	108,00
-31233,95	209,00
-31142,49	184,00
-31051,42	166,00
-30960,73	141,00
-30870,43	140,00
-30780,50	168,00
-30690,95	130,00
-30601,77	149,00
-30512,97	62,00
-30424,53	138,00
-30336,46	233,00
-30248,76	107,00
-30161,42	234,00
-30074,44	138,00
-29987,81	236,00
-29901,55	141,00
-29815,63	33,00
-29730,07	113,00
-29644,86	72,00
-29560,00	202,00
-29475,48	-20,00
-29391,30	87,00
-29307,47	162,00
-29223,97	56,00
-29140,81	27,00
-29057,99	64,00
-28975,50	267,00
-28893,34	150,00
-28811,51	66,00
-28730,00	299,00
-28648,82	29,00
-28567,97	149,00
-28487,43	153,00
-28407,21	35,00
-28327,32	2,00
-28247,73	70,00
-28168,46	204,00
-28089,50	137,00
-28010,85	-33,00
-27932,51	222,00
-27854,48	106,00
-27776,75	75,00
-27699,32	112,00
-27622,19	305,00
-27545,37	196,00
-27468,84	87,00
-27392,60	154,00
-27316,66	158,00
-27241,01	78,00
-27165,66	141,00
-27090,59	64,00
-27015,81	321,00
-26941,31	158,00
-26867,10	194,00
-26793,17	219,00
-26719,52	-3,00
-26646,15	156,00
-26573,06	248,00
-26500,24	180,00
-26427,70	168,00
-26355,43	183,00
-26283,43	85,00
-26211,71	254,00
-26140,25	81,00
-26069,06	266,00
-25998,13	13,00
-25927,46	65,00
-25857,06	176,00
-25786,92	25,00
-25717,04	101,00
-25647,42	175,00
-25578,05	166,00
-25508,94	79,00
-25440,09	75,00
-25371,48	194,00
-25303,13	135,00
-25235,02	88,00
-25167,17	126,00
-25099,56	265,00
-25032,19	202,00
-24965,07	115,00
-24898,20	192,00
-24831,56	256,00
-24765,17	29,00
-24699,01	236,00
-24633,10	224,00
-24567,41	60,00
-24501,97	80,00
-24436,75	-41,00
-24371,77	211,00
-24307,03	73,00
-24242,51	188,00
-24178,22	152,00
-24114,16	187,00
-24050,32	30,00
-23986,71	113,00
-23923,32	189,00
-23860,16	94,00
-23797,22	150,00
-23734,50	33,00
-23672,00	68,00
-23609,71	360,00
-23547,65	87,00
-23485,80	139,00
-23424,16	145,00
-23362,74	96,00
-23301,53	63,00
-23240,54	136,00
-23179,75	204,00
-23119,17	208,00
-23058,80	225,00
-22998,64	53,00
-22938,68	91,00
-22878,93	128,00
-22819,39	119,00
-22760,04	10,00
-22700,90	98,00
-22641,96	88,00
-22583,22	193,00
-22524,68	179,00
-22466,33	105,00
-22408,19	138,00
-22350,23	182,00
-22292,48	126,00
-22234,92	78,00
-22177,55	90,00
-22120,37	214,00
-22063,38	-37,00
-22006,58	199,00
-21949,98	140,00
-21893,56	166,00
-21837,33	142,00
-21781,28	121,00
-21725,42	106,00
-21669,74	172,00
-21614,25	167,00
-21558,94	117,00
-21503,81	261,00
-21448,86	78,00
-21394,10	138,00
-21339,51	166,00
-21285,10	55,00
-21230,86	78,00
-21176,81	158,00
-21122,93	158,00
-21069,22	197,00
-21015,69	158,00
-20962,33	174,00
-20909,14	116,00
-20856,13	209,00
-20803,28	57,00
-20750,61	151,00
-20698,10	171,00
-20645,76	-33,00
-20593,59	193,00
-20541,59	148,00
-20489,75	95,00
-20438,07	129,00
-20386,56	207,00
-20335,22	95,00
-20284,03	160,00
