SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon Jan 05 16:28:31 ICT 2026
User: Administrator
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: MAYP113682
Integration Time (usec): 3000000 (MAYP113682)
Spectra Averaged: 1 (MAYP113682)
Boxcar Smoothing: 0 (MAYP113682)
Correct for Electrical Dark: No (MAYP113682)
Strobe/Lamp Enabled: No (MAYP113682)
Correct for Detector Non-linearity: No (MAYP113682)
Correct for Stray Light: No (MAYP113682)
Number of Pixels in Processed Spectrum: 2068
>>>>>Begin Processed Spectral Data<<<<<
-37534,58	23,00
-37414,56	6,00
-37295,11	7,00
-37176,24	2,00
-37057,95	382,00
-36940,22	455,00
-36823,05	519,00
-36706,45	528,00
-36590,40	555,00
-36474,90	528,00
-36359,95	598,00
-36245,55	553,00
-36131,68	553,00
-36018,35	533,00
-35905,55	527,00
-35793,29	640,00
-35681,54	515,00
-35570,32	576,00
-35459,62	489,00
-35349,43	693,00
-35239,75	558,00
-35130,58	529,00
-35021,91	600,00
-34913,74	531,00
-34806,07	627,00
-34698,89	647,00
-34592,20	522,00
-34486,00	598,00
-34380,28	664,00
-34275,04	615,00
-34170,27	521,00
-34065,98	652,00
-33962,16	663,00
-33858,81	627,00
-33755,92	530,00
-33653,49	707,00
-33551,52	727,00
-33450,01	653,00
-33348,94	589,00
-33248,33	518,00
-33148,16	589,00
-33048,43	609,00
-32949,14	701,00
-32850,29	644,00
-32751,87	533,00
-32653,89	611,00
-32556,33	659,00
-32459,20	539,00
-32362,49	576,00
-32266,19	651,00
-32170,32	527,00
-32074,86	641,00
-31979,82	659,00
-31885,18	673,00
-31790,95	627,00
-31697,12	657,00
-31603,69	703,00
-31510,67	599,00
-31418,04	572,00
-31325,80	564,00
-31233,95	561,00
-31142,49	655,00
-31051,42	601,00
-30960,73	719,00
-30870,43	707,00
-30780,50	663,00
-30690,95	668,00
-30601,77	671,00
-30512,97	586,00
-30424,53	670,00
-30336,46	542,00
-30248,76	635,00
-30161,42	757,00
-30074,44	572,00
-29987,81	606,00
-29901,55	697,00
-29815,63	639,00
-29730,07	702,00
-29644,86	727,00
-29560,00	593,00
-29475,48	640,00
-29391,30	680,00
-29307,47	589,00
-29223,97	600,00
-29140,81	655,00
-29057,99	716,00
-28975,50	551,00
-28893,34	775,00
-28811,51	548,00
-28730,00	698,00
-28648,82	572,00
-28567,97	588,00
-28487,43	598,00
-28407,21	608,00
-28327,32	588,00
-28247,73	717,00
-28168,46	532,00
-28089,50	656,00
-28010,85	620,00
-27932,51	565,00
-27854,48	583,00
-27776,75	572,00
-27699,32	576,00
-27622,19	540,00
-27545,37	639,00
-27468,84	675,00
-27392,60	606,00
-27316,66	631,00
-27241,01	615,00
-27165,66	626,00
